E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\007\2_01_s.bmp,6
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\007\2_02_s.bmp,6
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\007\2_03_s.bmp,6
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\007\2_04_s.bmp,6
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\007\2_05_s.bmp,6
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\007\2_06_s.bmp,6
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\008\1_01_s.bmp,7
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\008\1_02_s.bmp,7
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\008\1_03_s.bmp,7
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\008\1_04_s.bmp,7
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\008\1_05_s.bmp,7
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\008\1_06_s.bmp,7
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\008\2_01_s.bmp,7
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\008\2_02_s.bmp,7
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\008\2_03_s.bmp,7
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\008\2_04_s.bmp,7
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\008\2_05_s.bmp,7
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\008\2_06_s.bmp,7
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\009\1_01_s.bmp,8
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\009\1_02_s.bmp,8
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\009\1_03_s.bmp,8
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\009\1_04_s.bmp,8
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\009\1_05_s.bmp,8
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\009\1_06_s.bmp,8
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\009\2_01_s.bmp,8
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\009\2_02_s.bmp,8
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\009\2_03_s.bmp,8
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\009\2_04_s.bmp,8
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\009\2_05_s.bmp,8
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\009\2_06_s.bmp,8
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\010\1_01_s.bmp,9
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\010\1_02_s.bmp,9
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\010\1_03_s.bmp,9
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\010\1_04_s.bmp,9
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\010\1_05_s.bmp,9
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\010\1_06_s.bmp,9
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\010\2_01_s.bmp,9
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\010\2_02_s.bmp,9
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\010\2_03_s.bmp,9
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\010\2_04_s.bmp,9
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\010\2_05_s.bmp,9
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\010\2_06_s.bmp,9
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\011\1_01_s.bmp,10
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\011\1_02_s.bmp,10
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\011\1_03_s.bmp,10
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\011\1_04_s.bmp,10
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\011\1_05_s.bmp,10
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\011\1_06_s.bmp,10
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\011\2_01_s.bmp,10
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\011\2_02_s.bmp,10
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\011\2_03_s.bmp,10
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\011\2_04_s.bmp,10
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\011\2_05_s.bmp,10
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\011\2_06_s.bmp,10
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\012\1_01_s.bmp,11
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\012\1_02_s.bmp,11
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\012\1_03_s.bmp,11
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\012\1_04_s.bmp,11
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\012\1_05_s.bmp,11
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\012\1_06_s.bmp,11
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\012\2_01_s.bmp,11
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\012\2_02_s.bmp,11
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\012\2_03_s.bmp,11
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\012\2_04_s.bmp,11
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\012\2_05_s.bmp,11
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\012\2_06_s.bmp,11
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\013\1_01_s.bmp,12
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\013\1_02_s.bmp,12
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\013\1_03_s.bmp,12
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\013\1_04_s.bmp,12
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\013\1_05_s.bmp,12
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\013\1_06_s.bmp,12
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\013\2_01_s.bmp,12
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\013\2_02_s.bmp,12
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\013\2_03_s.bmp,12
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\013\2_04_s.bmp,12
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\013\2_05_s.bmp,12
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\013\2_06_s.bmp,12
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\014\1_01_s.bmp,13
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\014\1_02_s.bmp,13
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\014\1_03_s.bmp,13
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\014\1_04_s.bmp,13
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\014\1_05_s.bmp,13
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\014\1_06_s.bmp,13
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\014\2_01_s.bmp,13
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\014\2_02_s.bmp,13
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\014\2_03_s.bmp,13
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\014\2_04_s.bmp,13
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\014\2_05_s.bmp,13
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\014\2_06_s.bmp,13
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\015\1_01_s.bmp,14
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\015\1_02_s.bmp,14
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\015\1_03_s.bmp,14
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\015\1_04_s.bmp,14
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\015\1_05_s.bmp,14
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\015\1_06_s.bmp,14
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\015\2_01_s.bmp,14
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\015\2_02_s.bmp,14
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\015\2_03_s.bmp,14
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\015\2_04_s.bmp,14
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\015\2_05_s.bmp,14
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\015\2_06_s.bmp,14
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\016\1_01_s.bmp,15
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\016\1_02_s.bmp,15
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\016\1_03_s.bmp,15
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\016\1_04_s.bmp,15
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\016\1_05_s.bmp,15
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\016\1_06_s.bmp,15
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\016\2_01_s.bmp,15
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\016\2_02_s.bmp,15
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\016\2_03_s.bmp,15
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\016\2_04_s.bmp,15
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\016\2_05_s.bmp,15
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\016\2_06_s.bmp,15
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\017\1_01_s.bmp,16
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\017\1_02_s.bmp,16
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\017\1_03_s.bmp,16
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\017\1_04_s.bmp,16
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\017\1_05_s.bmp,16
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\017\1_06_s.bmp,16
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\017\2_01_s.bmp,16
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\017\2_02_s.bmp,16
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\017\2_03_s.bmp,16
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\017\2_04_s.bmp,16
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\017\2_05_s.bmp,16
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\017\2_06_s.bmp,16
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\018\1_01_s.bmp,17
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\018\1_02_s.bmp,17
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\018\1_03_s.bmp,17
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\018\1_04_s.bmp,17
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\018\1_05_s.bmp,17
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\018\1_06_s.bmp,17
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\018\2_01_s.bmp,17
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\018\2_02_s.bmp,17
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\018\2_03_s.bmp,17
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\018\2_04_s.bmp,17
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\018\2_05_s.bmp,17
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\018\2_06_s.bmp,17
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\019\1_01_s.bmp,18
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\019\1_02_s.bmp,18
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\019\1_03_s.bmp,18
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\019\1_04_s.bmp,18
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\019\1_05_s.bmp,18
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\019\1_06_s.bmp,18
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\019\2_01_s.bmp,18
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\019\2_02_s.bmp,18
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\019\2_03_s.bmp,18
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\019\2_04_s.bmp,18
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\019\2_05_s.bmp,18
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\019\2_06_s.bmp,18
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\020\1_01_s.bmp,19
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\020\1_02_s.bmp,19
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\020\1_03_s.bmp,19
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\020\1_04_s.bmp,19
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\020\1_05_s.bmp,19
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\020\1_06_s.bmp,19
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\020\2_01_s.bmp,19
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\020\2_02_s.bmp,19
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\020\2_03_s.bmp,19
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\020\2_04_s.bmp,19
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\020\2_05_s.bmp,19
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\020\2_06_s.bmp,19
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\021\1_01_s.bmp,20
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\021\1_02_s.bmp,20
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\021\1_03_s.bmp,20
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\021\1_04_s.bmp,20
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\021\1_05_s.bmp,20
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\021\1_06_s.bmp,20
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\021\2_01_s.bmp,20
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\021\2_02_s.bmp,20
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\021\2_03_s.bmp,20
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\021\2_04_s.bmp,20
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\021\2_05_s.bmp,20
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\021\2_06_s.bmp,20
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\022\1_01_s.bmp,21
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\022\1_02_s.bmp,21
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\022\1_03_s.bmp,21
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\022\1_04_s.bmp,21
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\022\1_05_s.bmp,21
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\022\1_06_s.bmp,21
E:\Python_WorkSpace\Multispectral_palmprint_attack_demo\data\Multispectral_G\022\2_01_s.bmp,21
